"rsp_id","rsp_age","rsp_age_cat","rsp_gender","rsp_edu","rsp_pol_int","rsp_pol_party","rsp_pol_scale","rsp_pol_side","rsp_trust","rsp_att_punish","rsp_att_redist","rsp_att_selfeffort","rsp_att_gayrights","rsp_att_eu","rsp_att_imm","rsp_para_interface","rsp_para_device","exp_post","src_n","src_adds","src_comments","src_established","src_ethics","src_party","src_readers","src_soft","src_status","src_post"
1006704,5,"30-59 yrs","Male","Lower or intermediate",5,"frp",11,"Right",8,7,5,4,6,7,7,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Few violations","Red Party","Few readers","Primarily entertainment news","Blog/website",0
1002302,7,"60 yrs and above","Male","Higher",3,"h",7,"Right",6,1,5,6,5,6,3,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","Few violations","Liberal Party","Many readers","Primarily entertainment news","Blog/website",0
1011344,3,"30-59 yrs","Male","Lower or intermediate",3,"frp",10,"Right",4,6,5,6,6,6,7,"touch","Did not use smart phone",1,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 5 years ago","Few violations","Green Party","Many readers","No entertainment news","Online newpaper",1
1006862,4,"30-59 yrs","Female","Lower or intermediate",3,NA,6,"Centre",5,7,4,3,6,5,6,"touch","Did not use smart phone",1,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 50 years ago","Many violations","Red Party","Few readers","No entertainment news","Blog/website",1
1011356,3,"30-59 yrs","Male","Higher",5,"red",2,"Left",9,2,7,2,6,7,1,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","Few violations","Socialist Left Party","Few readers","Some entertainment news","Blog/website",0
1000055,4,"30-59 yrs","Male",NA,4,NA,7,"Right",7,5,5,5,6,4,5,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 100 years ago","Few violations","No party","Few readers","Primarily entertainment news","Offline and online newspaper",1
1011358,1,"18-29 yrs","Male","Lower or intermediate",4,"sv",5,"Left",8,3,7,2,7,2,1,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","Few violations","Agrarian Party","Many readers","Primarily entertainment news","Offline and online newspaper",0
1011361,4,"30-59 yrs","Male","Lower or intermediate",5,"frp",9,"Right",8,7,5,6,2,7,7,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","No violations","Socialist Left Party","Many readers","No entertainment news","Blog/website",0
1011376,2,"30-59 yrs","Male","Higher",3,"ap",7,"Right",10,7,7,5,7,6,4,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 50 years ago","Many violations","Christian Democratic Party","Many readers","No entertainment news","Blog/website",0
1011379,5,"60 yrs and above","Male","Lower or intermediate",3,"ap",3,"Left",4,6,7,3,7,4,3,"pc or generic","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","Many violations","Progress Party","Many readers","Some entertainment news","Online newpaper",0
1011380,3,"30-59 yrs","Male","Higher",4,"mdg",6,"Centre",6,5,6,5,7,3,3,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 5 years ago","No violations","Agrarian Party","Few readers","Some entertainment news","Blog/website",1
1011386,3,"30-59 yrs","Male","Higher",4,"h",11,"Right",5,7,4,5,7,4,2,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 50 years ago","Few violations","Agrarian Party","Few readers","No entertainment news","Blog/website",0
1011396,2,"18-29 yrs","Female","Higher",2,NA,5,"Left",10,4,5,4,7,2,1,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 5 years ago","No violations","No party","Few readers","No entertainment news","Offline and online newspaper",1
1004386,2,"18-29 yrs","Female","Higher",4,"h",10,"Right",8,7,5,7,5,4,3,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","Many violations","Socialist Left Party","Many readers","Primarily entertainment news","Blog/website",0
1011410,5,"60 yrs and above","Male","Higher",4,"ap",5,"Left",3,6,7,6,7,5,3,"pc or generic",NA,2,1,"Have no advertisements","Have comment field (with journalists participating)","About 5 years ago","Many violations","Agrarian Party","Few readers","Some entertainment news","Online newpaper",0
1011413,6,"60 yrs and above","Female","Higher",3,"h",9,"Right",1,6,6,5,6,4,3,"touch","Did not use smart phone",1,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Few violations","Socialist Left Party","Many readers","No entertainment news","Blog/website",1
1011415,2,"18-29 yrs","Female","Lower or intermediate",2,"ap",6,"Centre",9,7,3,5,7,6,5,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","No violations","Progress Party","Few readers","Primarily entertainment news","Blog/website",0
1000054,6,"60 yrs and above","Female","Higher",5,NA,5,"Left",6,7,4,6,7,1,1,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","No violations","No party","Many readers","Primarily entertainment news","Offline and online newspaper",1
1000848,4,"30-59 yrs","Female","Higher",3,"h",9,"Right",5,6,5,5,5,4,6,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","No violations","Socialist Left Party","Many readers","No entertainment news","Blog/website",0
1000784,2,"30-59 yrs","Male","Higher",2,"frp",6,"Centre",8,7,2,7,7,7,7,"touch","Did not use smart phone",1,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","No violations","Liberal Party","Few readers","Some entertainment news","Offline and online newspaper",1
1009412,1,"18-29 yrs","Female","Lower or intermediate",5,"ap",2,"Left",4,7,7,4,7,5,1,"touch","Did not use smart phone",2,1,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","Many violations","Red Party","Few readers","Some entertainment news","Blog/website",0
1007298,3,"30-59 yrs","Male","Higher",3,"h",9,"Right",7,6,6,5,6,4,4,"pc or generic",NA,2,1,"Have no advertisements","Have comment field (without journalists participating)","About 50 years ago","Many violations","Socialist Left Party","Many readers","No entertainment news","Blog/website",0
1010470,5,"60 yrs and above","Female","Higher",4,"sv",4,"Left",5,6,6,6,5,5,2,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","Few violations","Green Party","Few readers","Primarily entertainment news","Offline and online newspaper",1
1008227,4,"30-59 yrs","Male","Higher",3,"ap",4,"Left",8,5,5,5,5,5,3,"pc or generic",NA,1,1,"Have no advertisements","Have no comment field","About 50 years ago","No violations","Conservative Party","Few readers","No entertainment news","Blog/website",1
1008381,2,"30-59 yrs","Male","Higher",5,"h",8,"Right",7,5,7,6,7,6,5,"pc or generic",NA,2,1,"Have no advertisements","Have no comment field","About 5 years ago","Many violations","Agrarian Party","Many readers","Some entertainment news","Offline and online newspaper",0
1006167,5,"60 yrs and above","Female","Higher",3,"ap",5,"Left",9,6,4,4,4,4,2,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 50 years ago","Few violations","Agrarian Party","Few readers","No entertainment news","Online newpaper",0
1011422,5,"30-59 yrs","Female","Lower or intermediate",3,"sp",5,"Left",8,6,6,3,7,4,2,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","No violations","Liberal Party","Few readers","Primarily entertainment news","Online newpaper",0
1007814,4,"30-59 yrs","Female","Higher",3,"h",7,"Right",8,6,5,3,6,2,3,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 50 years ago","No violations","Social Democratic Party","Many readers","Primarily entertainment news","Online newpaper",1
1007666,5,"60 yrs and above","Male","Higher",4,"h",8,"Right",4,7,5,5,5,6,5,"touch","Did not use smart phone",1,1,"Have no advertisements","Have comment field (without journalists participating)","About 50 years ago","Few violations","Red Party","Few readers","Some entertainment news","Offline and online newspaper",1
1011425,4,"30-59 yrs","Female","Lower or intermediate",3,"sp",6,"Centre",6,7,4,4,7,5,5,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","Few violations","Green Party","Few readers","Primarily entertainment news","Offline and online newspaper",1
1009260,2,"30-59 yrs","Male","Lower or intermediate",5,"red",1,"Left",8,4,7,5,7,5,2,"pc or generic","Did not use smart phone",2,1,"Have no advertisements","Have no comment field","About 50 years ago","Few violations","Liberal Party","Few readers","Some entertainment news","Blog/website",0
1007617,3,"30-59 yrs","Female","Higher",4,"ap",5,"Left",9,5,6,2,6,2,2,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","No violations","Christian Democratic Party","Many readers","Primarily entertainment news","Offline and online newspaper",0
1007678,5,"30-59 yrs","Female","Lower or intermediate",3,"v",7,"Right",10,5,6,3,5,4,3,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","No violations","Progress Party","Few readers","Some entertainment news","Blog/website",1
1001031,5,"30-59 yrs","Male","Higher",4,"sv",3,"Left",9,2,7,2,7,6,1,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 5 years ago","Many violations","Progress Party","Many readers","Primarily entertainment news","Online newpaper",0
1001431,3,"30-59 yrs","Female","Lower or intermediate",4,"sp",5,"Left",7,6,6,5,6,6,3,"touch","Did not use smart phone",1,1,"Have no advertisements","Have comment field (without journalists participating)","About 50 years ago","Many violations","Liberal Party","Few readers","No entertainment news","Offline and online newspaper",1
1000657,3,"30-59 yrs","Male","Higher",5,"sv",3,"Left",7,2,6,5,7,4,1,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","No violations","Social Democratic Party","Few readers","Some entertainment news","Blog/website",0
1000493,4,"30-59 yrs","Male","Higher",3,NA,7,"Right",4,7,5,4,6,4,6,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 5 years ago","Many violations","Christian Democratic Party","Many readers","No entertainment news","Online newpaper",0
1006371,1,"18-29 yrs","Female","Lower or intermediate",2,"ap",4,"Left",6,4,5,3,7,4,2,"touch","Did not use smart phone",1,1,"Have no advertisements","Have comment field (with journalists participating)","About 50 years ago","No violations","Agrarian Party","Few readers","No entertainment news","Blog/website",1
1000508,2,"30-59 yrs","Male","Higher",2,"ap",4,"Left",7,5,6,3,6,3,2,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","Few violations","Agrarian Party","Few readers","Some entertainment news","Blog/website",0
1009184,1,"18-29 yrs","Female",NA,3,NA,7,"Right",4,6,5,6,6,5,6,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Few violations","Liberal Party","Few readers","Some entertainment news","Online newpaper",0
1004969,1,"18-29 yrs","Male","Lower or intermediate",4,"ap",5,"Left",6,4,5,4,7,6,3,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","Few violations","Agrarian Party","Few readers","Some entertainment news","Blog/website",0
1005341,4,"30-59 yrs","Male","Higher",3,"h",7,"Right",7,7,5,4,4,5,5,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 5 years ago","Many violations","Socialist Left Party","Many readers","Primarily entertainment news","Offline and online newspaper",0
1008368,4,"30-59 yrs","Male","Lower or intermediate",5,"frp",9,"Right",8,5,5,6,6,6,6,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 5 years ago","Few violations","Socialist Left Party","Many readers","Primarily entertainment news","Offline and online newspaper",0
1000728,2,"30-59 yrs","Male","Lower or intermediate",3,"frp",9,"Right",8,6,5,6,6,7,4,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","Few violations","Liberal Party","Few readers","Primarily entertainment news","Online newpaper",0
1003508,5,"60 yrs and above","Female","Lower or intermediate",4,"sp",3,"Left",8,6,7,1,7,7,5,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","Few violations","Liberal Party","Many readers","Primarily entertainment news","Offline and online newspaper",0
1000279,1,"18-29 yrs","Male","Lower or intermediate",3,NA,8,"Right",7,6,3,6,7,5,2,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","No violations","Agrarian Party","Few readers","Primarily entertainment news","Online newpaper",0
1008384,6,"60 yrs and above","Male","Higher",4,"sv",3,"Left",5,NA,5,4,6,5,6,"touch","Did not use smart phone",1,1,"Have no advertisements","Have comment field (without journalists participating)","About 100 years ago","Many violations","Conservative Party","Few readers","No entertainment news","Online newpaper",1
1002714,3,"30-59 yrs","Male","Higher",4,"frp",7,"Right",7,7,6,6,6,7,7,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","Many violations","Liberal Party","Few readers","Primarily entertainment news","Offline and online newspaper",0
1000855,5,"30-59 yrs","Male","Lower or intermediate",3,"h",9,"Right",1,6,2,5,6,4,5,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","Many violations","Progress Party","Many readers","Some entertainment news","Blog/website",0
1010616,2,"30-59 yrs","Female","Lower or intermediate",3,"v",6,"Centre",3,7,4,3,7,4,5,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","No violations","Progress Party","Many readers","Some entertainment news","Blog/website",1
1011432,5,"30-59 yrs","Female","Lower or intermediate",3,"frp",11,"Right",6,7,7,7,6,6,7,"pc or generic",NA,2,1,"Have no advertisements","Have no comment field","About 50 years ago","No violations","Christian Democratic Party","Few readers","Some entertainment news","Online newpaper",0
1000704,1,"18-29 yrs","Female","Lower or intermediate",5,"mdg",3,"Left",8,7,7,2,7,4,3,"touch","Did not use smart phone",1,1,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","No violations","Conservative Party","Few readers","No entertainment news","Online newpaper",1
1000057,4,"30-59 yrs","Male","Lower or intermediate",4,"h",9,"Right",10,6,5,6,6,6,6,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","No violations","Conservative Party","Many readers","No entertainment news","Blog/website",1
1010071,2,"30-59 yrs","Male","Lower or intermediate",2,"frp",11,"Right",7,6,6,5,6,7,7,"touch","Did not use smart phone",1,1,"Have no advertisements","Have comment field (without journalists participating)","About 100 years ago","Many violations","Agrarian Party","Many readers","Primarily entertainment news","Online newpaper",1
1002847,6,"60 yrs and above","Female","Higher",2,"h",6,"Centre",3,7,5,4,2,7,3,"pc or generic",NA,1,1,"Have no advertisements","Have comment field (with journalists participating)","About 5 years ago","Many violations","No party","Few readers","Some entertainment news","Online newpaper",1
1000995,3,"30-59 yrs","Female","Lower or intermediate",3,"frp",9,"Right",7,7,6,5,7,7,7,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","Many violations","Social Democratic Party","Few readers","Primarily entertainment news","Blog/website",0
1001237,3,"30-59 yrs","Female","Higher",2,"frp",6,"Centre",5,5,5,4,6,4,7,"pc or generic",NA,1,1,"Have no advertisements","Have comment field (without journalists participating)","About 5 years ago","Many violations","Socialist Left Party","Many readers","Primarily entertainment news","Offline and online newspaper",1
1007642,6,"60 yrs and above","Female","Higher",4,"ap",5,"Left",8,5,6,5,6,4,2,"pc or generic",NA,1,1,"Have no advertisements","Have comment field (with journalists participating)","About 50 years ago","Many violations","Liberal Party","Many readers","Primarily entertainment news","Blog/website",1
1011440,2,"30-59 yrs","Female","Higher",4,"h",8,"Right",7,6,2,5,7,2,5,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 100 years ago","Few violations","Social Democratic Party","Many readers","No entertainment news","Offline and online newspaper",0
1002693,6,"60 yrs and above","Male","Lower or intermediate",4,"h",8,"Right",6,6,5,6,6,5,5,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","No violations","Progress Party","Many readers","No entertainment news","Offline and online newspaper",1
1008408,3,"30-59 yrs","Female","Higher",5,NA,3,"Left",8,4,5,3,7,2,5,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 50 years ago","Few violations","Progress Party","Many readers","Primarily entertainment news","Offline and online newspaper",0
1011441,5,"30-59 yrs","Male","Lower or intermediate",4,"frp",7,"Right",8,5,3,5,6,7,6,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","No violations","Conservative Party","Many readers","Primarily entertainment news","Blog/website",0
1008503,4,"30-59 yrs","Female","Higher",4,"h",6,"Centre",8,6,6,6,7,6,6,"touch","Did not use smart phone",1,1,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","Few violations","Progress Party","Few readers","Some entertainment news","Offline and online newspaper",1
1010673,4,"30-59 yrs","Male","Higher",3,"h",9,"Right",7,6,4,6,5,7,6,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 100 years ago","Few violations","Socialist Left Party","Few readers","Primarily entertainment news","Blog/website",0
1011444,2,"30-59 yrs","Female","Higher",4,"ap",6,"Centre",8,7,5,3,7,1,1,"pc or generic",NA,1,1,"Have no advertisements","Have comment field (with journalists participating)","About 50 years ago","Many violations","Progress Party","Many readers","Some entertainment news","Blog/website",1
1008589,4,"30-59 yrs","Female","Higher",3,"frp",11,"Right",4,7,6,5,7,6,6,"touch","Did not use smart phone",1,1,"Have no advertisements","Have no comment field","About 100 years ago","Many violations","Red Party","Few readers","Primarily entertainment news","Online newpaper",1
1011445,5,"60 yrs and above","Female","Lower or intermediate",4,"sp",6,"Centre",5,5,6,3,5,5,5,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 5 years ago","Many violations","No party","Few readers","No entertainment news","Blog/website",0
1011446,3,"30-59 yrs","Female","Lower or intermediate",2,"sp",4,"Left",10,5,5,5,7,5,4,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have no comment field","About 50 years ago","Many violations","Agrarian Party","Many readers","No entertainment news","Blog/website",1
1011447,6,"60 yrs and above","Female","Higher",4,"sv",2,"Left",10,5,6,4,7,5,1,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 5 years ago","No violations","Green Party","Few readers","No entertainment news","Offline and online newspaper",0
1011448,1,"18-29 yrs","Female","Higher",3,"h",7,"Right",5,7,5,6,7,5,3,"pc or generic",NA,2,1,"Have no advertisements","Have comment field (with journalists participating)","About 50 years ago","Few violations","No party","Few readers","Some entertainment news","Online newpaper",0
1009610,6,"60 yrs and above","Female","Higher",3,"h",9,"Right",8,6,6,5,7,5,5,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 5 years ago","No violations","Red Party","Many readers","Some entertainment news","Blog/website",1
1006244,5,"30-59 yrs","Male","Lower or intermediate",4,"frp",9,"Right",5,6,4,5,6,3,5,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Many violations","Liberal Party","Many readers","Some entertainment news","Offline and online newspaper",1
1000180,1,"18-29 yrs","Male","Lower or intermediate",2,NA,9,"Right",2,5,2,5,4,5,3,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have no comment field","About 50 years ago","No violations","Social Democratic Party","Few readers","Primarily entertainment news","Blog/website",1
1005861,6,"60 yrs and above","Male","Lower or intermediate",3,"ap",2,"Left",7,5,7,4,7,3,2,"pc or generic",NA,1,1,"Have no advertisements","Have no comment field","About 50 years ago","No violations","Socialist Left Party","Few readers","No entertainment news","Blog/website",1
1011451,6,"60 yrs and above","Female","Higher",3,"ap",5,"Left",10,6,6,6,6,6,5,"pc or generic",NA,1,1,"Have no advertisements","Have comment field (without journalists participating)","About 5 years ago","Many violations","Social Democratic Party","Few readers","Some entertainment news","Offline and online newspaper",1
1002008,6,"60 yrs and above","Female","Lower or intermediate",4,"h",10,"Right",4,5,3,6,2,6,7,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 50 years ago","No violations","Green Party","Many readers","Some entertainment news","Blog/website",0
1011452,5,"60 yrs and above","Male","Lower or intermediate",3,"sp",8,"Right",4,6,7,5,1,7,7,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (without journalists participating)","About 50 years ago","Few violations","Progress Party","Few readers","Some entertainment news","Blog/website",0
1005404,7,"60 yrs and above","Male","Lower or intermediate",5,"ap",3,"Left",2,5,6,6,4,4,3,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","Many violations","Social Democratic Party","Few readers","Some entertainment news","Offline and online newspaper",1
1000366,3,"30-59 yrs","Male","Lower or intermediate",3,"h",7,"Right",8,6,3,5,4,5,5,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","No violations","Progress Party","Many readers","Some entertainment news","Blog/website",0
1002500,4,"30-59 yrs","Male","Higher",3,"mdg",4,"Left",6,4,6,3,6,2,2,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","No violations","Conservative Party","Few readers","Primarily entertainment news","Blog/website",0
1011455,5,"60 yrs and above","Male","Lower or intermediate",2,NA,6,"Centre",10,7,7,6,6,5,1,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","No violations","Conservative Party","Many readers","Some entertainment news","Blog/website",0
1000275,3,"30-59 yrs","Male","Higher",3,NA,9,"Right",6,4,3,5,6,2,5,"pc or generic",NA,2,1,"Have no advertisements","Have no comment field","About 50 years ago","Many violations","Green Party","Few readers","Some entertainment news","Offline and online newspaper",0
1000972,3,"30-59 yrs","Male","Higher",2,"frp",10,"Right",3,7,5,6,4,5,6,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have no comment field","About 100 years ago","Few violations","Socialist Left Party","Many readers","No entertainment news","Online newpaper",1
1010451,4,"30-59 yrs","Male","Higher",5,"mdg",6,"Centre",8,4,7,2,7,4,2,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have no comment field","About 50 years ago","Few violations","No party","Few readers","Some entertainment news","Online newpaper",1
1007094,6,"60 yrs and above","Female","Lower or intermediate",4,"ap",6,"Centre",5,6,6,6,6,6,6,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 100 years ago","No violations","Progress Party","Many readers","Some entertainment news","Offline and online newspaper",1
1007665,6,"60 yrs and above","Male",NA,3,NA,8,"Right",8,7,2,6,2,5,5,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 5 years ago","Few violations","Socialist Left Party","Many readers","Some entertainment news","Online newpaper",0
1008414,4,"30-59 yrs","Female","Lower or intermediate",3,"ap",5,"Left",6,5,6,4,5,4,3,"pc or generic","Did not use smart phone",1,1,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","No violations","Social Democratic Party","Many readers","Some entertainment news","Online newpaper",1
1002374,2,"18-29 yrs","Female","Higher",4,"sv",3,"Left",9,NA,6,2,7,NA,2,"touch","Did not use smart phone",1,1,"Have no advertisements","Have comment field (without journalists participating)","About 100 years ago","Many violations","No party","Many readers","Primarily entertainment news","Offline and online newspaper",1
1011470,4,"30-59 yrs","Male","Lower or intermediate",3,"ap",6,"Centre",10,5,5,4,7,4,2,"pc or generic",NA,2,1,"Have advertisements (with native adv)","Have no comment field","About 100 years ago","Many violations","Red Party","Few readers","Some entertainment news","Offline and online newspaper",0
1002958,1,"18-29 yrs","Female","Lower or intermediate",1,"h",6,"Centre",7,7,4,2,6,4,5,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have no comment field","About 5 years ago","No violations","Liberal Party","Many readers","Some entertainment news","Blog/website",0
1006060,4,"30-59 yrs","Male","Higher",4,"frp",7,"Right",6,6,5,4,7,6,2,"touch","Did not use smart phone",1,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 5 years ago","Many violations","Agrarian Party","Few readers","Some entertainment news","Offline and online newspaper",1
1011477,4,"30-59 yrs","Male","Lower or intermediate",4,"sv",3,"Left",10,7,7,4,7,4,1,"touch","Did not use smart phone",1,1,"Have advertisements (without native adv)","Have comment field (without journalists participating)","About 100 years ago","No violations","Green Party","Many readers","Primarily entertainment news","Offline and online newspaper",1
1009316,1,"18-29 yrs","Female","Lower or intermediate",4,"h",8,"Right",5,7,3,5,6,6,5,"touch","Did not use smart phone",2,1,"Have no advertisements","Have comment field (without journalists participating)","About 5 years ago","No violations","Liberal Party","Few readers","Primarily entertainment news","Blog/website",0
1010452,6,"60 yrs and above","Male","Lower or intermediate",3,"ap",6,"Centre",7,5,6,4,6,6,5,"pc or generic",NA,2,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 5 years ago","Few violations","Christian Democratic Party","Many readers","Some entertainment news","Online newpaper",0
1006443,4,"30-59 yrs","Female","Higher",3,"h",6,"Centre",9,2,5,6,7,2,2,"pc or generic",NA,2,1,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","Many violations","Green Party","Few readers","Some entertainment news","Offline and online newspaper",0
1001216,3,"30-59 yrs","Male","Higher",3,"krf",7,"Right",7,4,6,5,2,5,5,"touch","Did not use smart phone",1,1,"Have no advertisements","Have comment field (without journalists participating)","About 50 years ago","Many violations","Christian Democratic Party","Few readers","Some entertainment news","Online newpaper",1
1005569,6,"60 yrs and above","Female","Higher",4,"ap",5,"Left",8,6,7,5,6,4,5,"touch","Did not use smart phone",2,1,"Have no advertisements","Have no comment field","About 50 years ago","Few violations","Green Party","Many readers","Primarily entertainment news","Online newpaper",0
1007866,2,"30-59 yrs","Female","Lower or intermediate",2,"ap",5,"Left",8,6,2,5,7,4,2,"touch","Did not use smart phone",2,1,"Have advertisements (with native adv)","Have comment field (with journalists participating)","About 50 years ago","Many violations","Progress Party","Many readers","Primarily entertainment news","Online newpaper",0
1008590,3,"30-59 yrs","Male","Higher",4,NA,4,"Left",8,4,6,3,7,2,2,"pc or generic",NA,2,1,"Have no advertisements","Have comment field (with journalists participating)","About 100 years ago","Many violations","No party","Few readers","No entertainment news","Offline and online newspaper",0
1001805,3,"30-59 yrs","Male","Lower or intermediate",4,"frp",7,"Right",4,7,6,4,6,6,6,"touch","Did not use smart phone",1,1,"Have no advertisements","Have comment field (without journalists participating)","About 50 years ago","Few violations","Conservative Party","Many readers","No entertainment news","Blog/website",1
1009253,3,"30-59 yrs","Male","Higher",4,"ap",6,"Centre",7,5,6,1,7,4,4,"pc or generic",NA,1,1,"Have advertisements (with native adv)","Have no comment field","About 50 years ago","Few violations","Red Party","Many readers","No entertainment news","Online newpaper",1
1011490,4,"30-59 yrs","Male","Lower or intermediate",3,"h",6,"Centre",7,7,7,5,7,7,5,"pc or generic",NA,1,1,"Have no advertisements","Have comment field (without journalists participating)","About 50 years ago","No violations","Agrarian Party","Few readers","Some entertainment news","Offline and online newspaper",1
1011493,5,"60 yrs and above","Female","Lower or intermediate",1,"h",7,"Right",2,1,5,5,4,5,3,"pc or generic",NA,2,1,"Have no advertisements","Have no comment field","About 100 years ago","Few violations","Green Party","Many readers","No entertainment news","Offline and online newspaper",0
1001553,3,"30-59 yrs","Male","Higher",4,"krf",8,"Right",9,5,5,5,5,4,2,"pc or generic",NA,1,1,"Have advertisements (without native adv)","Have comment field (with journalists participating)","About 50 years ago","No violations","No party","Few readers","No entertainment news","Offline and online newspaper",1
